 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,116514799,22,23,800,16222,361,0,36.36363636,99.41234256,2920,0,705.3043478,1004.276738,146.0930298,0.386217033,2648063.614,4357338.374,9998154,7,117000000,5548323.762,4917616.795,10000000,126,111000000,5049338.0,5089794.795,10000000,80,0,0,0,0,452,604,0.188817216,0.197399817,0,2920,370.0434783,782.698692,612617.2425,0,0,0,1,0,0,0,0,1,378.2666667,36.36363636,705.3043478,452,0,0,0,0,0,0,22,800,23,16222,8192,980,21,20,120578.8182,318993.0893,1082370,23439,9978083.909,58915.2933,9998154,9800551,BENIGN
80,115797411,16,15,579,940,501,0,36.1875,123.9667798,434,0,62.66666667,150.7688234,13.11773715,0.267708921,3859913.7,4837246.935,9996560,27,116000000,7719827.4,4132829.867,10000000,763,110000000,7884528.929,4243595.325,10000000,22814,0,0,0,0,344,312,0.138172347,0.129536575,0,501,47.46875,133.9845885,17951.86996,0,0,0,1,0,0,0,0,0,49.0,36.1875,62.66666667,344,0,0,0,0,0,0,16,579,15,940,8192,115,14,20,50482.0,49129.21919,198541,34839,9984361.364,35722.49108,9996560,9876763,BENIGN
80,115801111,23,26,412,22446,286,0,17.91304348,58.45426576,2860,0,863.3076923,990.8628874,197.3901615,0.423139291,2412523.146,4247231.598,9999000,6,116000000,5263686.864,5001915.146,10000000,232,110000000,4417959.16,5078841.844,10000000,165,0,0,0,0,472,664,0.198616402,0.224522889,0,2860,457.16,827.5341379,684812.7494,0,0,0,1,0,0,0,0,1,466.4897959,17.91304348,863.3076923,472,0,0,0,0,0,0,23,412,26,22446,8192,343,22,20,45700.45455,29651.3422,135020,36190,9995147.636,1660.664883,9999000,9993303,BENIGN
80,115801094,16,15,364,2058,280,0,22.75,68.61632459,1430,0,137.2,391.832909,20.91517374,0.267700407,3860036.467,4844182.565,9998645,3,116000000,7720072.933,4152257.577,10000000,1982,110000000,7883629.714,4265228.683,10000000,48,0,0,0,0,332,444,0.138167952,0.129532455,0,1430,75.6875,274.0031125,75077.70565,0,0,0,1,0,0,0,0,0,78.12903226,22.75,137.2,332,0,0,0,0,0,0,16,364,15,2058,8192,343,15,20,40984.90909,12207.294,77576,36686,9992770.364,4432.160134,9998645,9981364,BENIGN
80,116515057,23,24,771,16174,361,0,33.52173913,92.75964521,3225,0,673.9166667,969.2815321,145.4318475,0.403381342,2532936.022,4294154.176,9997811,49,117000000,5296138.955,4942921.831,10000000,109,111000000,4829113.565,5083673.597,10000000,49,0,0,0,0,472,624,0.19739938,0.205981962,0,3225,353.0208333,754.3037508,568974.1485,0,0,0,1,0,0,0,0,1,360.5319149,33.52173913,673.9166667,472,0,0,0,0,0,0,23,771,24,16174,8192,980,22,20,119273.9091,313608.7569,1064829,23464,9977968.727,56064.38517,9997811,9809073,BENIGN
80,116515047,37,50,868,64878,361,0,23.45945946,75.09090587,4380,0,1297.56,1069.965881,564.2704671,0.746684675,1354826.128,3374067.877,9996714,2,117000000,3236529.083,4640591.251,10000000,143,111000000,2267998.551,4214958.5,10000000,47,0,0,0,0,752,1144,0.317555551,0.429129124,0,4380,747.1136364,1024.881495,1050382.079,0,0,0,1,0,0,0,0,1,755.7011494,23.45945946,1297.56,752,0,0,0,0,0,0,37,868,50,64878,8192,980,36,20,119661.0,313252.2339,1064137,23882,9983250.182,38045.14203,9996714,9868718,BENIGN
80,116514926,31,34,1203,33750,361,0,38.80645161,102.7441545,2920,0,992.6470588,939.067748,299.9873166,0.55786844,1820545.719,3801063.256,10000000,0,117000000,3883830.867,4825799.598,10000000,52,111000000,3373315.576,4774805.897,10000000,3,0,0,0,0,632,824,0.266060333,0.291808107,0,2920,529.5909091,827.0002693,683929.4455,0,0,0,1,0,0,0,0,1,537.7384615,38.80645161,992.6470588,632,0,0,0,0,0,0,31,1203,34,33750,8192,1013,30,20,142318.4545,387990.8756,1312137,23906,9977595.909,58776.41146,10000000,9800599,BENIGN
80,117529051,65,85,1052,146530,361,0,16.18461538,58.26767229,4380,0,1723.882353,1100.837251,1255.706557,1.276280194,788785.5772,2646911.341,9997514,2,118000000,1836391.422,3819173.689,10000000,100,112000000,1331171.762,3394413.629,10000000,2,0,0,0,0,1312,1844,0.553054751,0.723225443,0,4380,977.3642384,1184.309107,1402588.06,0,0,0,1,0,0,0,0,1,983.88,16.18461538,1723.882353,1312,0,0,0,0,0,0,65,1052,85,146530,8192,980,64,20,181179.3636,520696.2468,1751136,23797,9984143.636,37292.24531,9997514,9871887,BENIGN
80,116800642,45,65,1229,77197,536,0,27.31111111,101.0989215,2860,0,1187.646154,729.6119352,671.4517888,0.941775645,1071565.523,3040077.753,9994430,4,117000000,2654560.045,4369320.586,10000000,162,111000000,1742113.203,3807744.418,10000000,43,0,0,0,0,912,1444,0.385271855,0.55650379,0,2860,706.5405405,802.4066616,643856.4506,0,0,0,1,0,0,0,0,1,712.9636364,27.31111111,1187.646154,912,0,0,0,0,0,0,45,1229,65,77197,8192,351,44,20,159731.8182,409360.4603,1394000,36170,9976242.545,58266.77712,9994430,9800621,BENIGN
443,117687894,26,25,1536,17357,365,0,59.07692308,116.9963839,3193,0,694.28,910.119613,160.5347785,0.433349585,2353757.88,4175019.12,10000000,4,118000000,4707515.76,4923440.255,10000000,48,112000000,4681963.292,5029981.5,10000000,4,0,0,0,0,532,644,0.220923318,0.212426267,0,3193,363.3269231,707.0908842,499977.5185,0,0,0,1,0,0,0,0,0,370.4509804,59.07692308,694.28,532,0,0,0,0,0,0,26,1536,25,17357,8192,131,25,20,201199.3333,620206.6755,2170620,21994,9606121.167,1356588.079,10000000,5298386,BENIGN
