 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53829,37,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,324324.3243,54054.05405,37.0,0.0,37,37,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,27027.02703,27027.02703,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,513,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
138,22,13,0,2613,0,201,201,201.0,0.0,0,0,0.0,0.0,119000000.0,590909.0909,1.833333333,1.403458931,6,1,22,1.833333333,1.403458931,6,1,0,0.0,0.0,0,0,0,0,0,0,416,0,590909.0909,0.0,201,201,201.0,0.0,0.0,0,0,0,0,0,0,0,0,0,216.4615385,201.0,0.0,416,0,0,0,0,0,0,13,2613,0,0,-1,-1,12,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
5353,23,13,0,507,0,39,39,39.0,0.0,0,0,0.0,0.0,22000000.0,565217.3913,1.916666667,1.083624669,5,1,23,1.916666667,1.083624669,5,1,0,0.0,0.0,0,0,0,0,0,0,416,0,565217.3913,0.0,39,39,39.0,0.0,0.0,0,0,0,0,0,0,0,0,0,42.0,39.0,0.0,416,0,0,0,0,0,0,13,507,0,0,-1,-1,12,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,49,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,244897.9592,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,40,0,40816.32653,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,252,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,66021096,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.908161355,0.060586695,22000000.0,38100000.0,66000000,23420,66000000,66000000.0,0.0,66000000,66000000,66000000,66000000.0,0.0,66000000,66000000,0,0,0,0,40,40,0.030293347,0.030293347,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,40,0,0,0,0,0,0,2,96,2,96,-1,-1,1,20,23460.0,0.0,23460,23460,66000000.0,0.0,66000000,66000000,BENIGN
123,68032,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,1411.100659,29.39793039,68032.0,0.0,68032,68032,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,14.69896519,14.69896519,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,94129,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,1019.876977,21.24743703,94129.0,0.0,94129,94129,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,10.62371851,10.62371851,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,89474,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,1072.93739,22.35286228,89474.0,0.0,89474,89474,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,11.17643114,11.17643114,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,16280,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,5896.805897,122.8501229,16280.0,0.0,16280,16280,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,61.42506143,61.42506143,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,60619742,10,10,607,225,559,0,60.7,175.0949266,213,0,22.5,66.98134069,13.7249017,0.329925522,3190512.737,4757781.022,10000000,79,60400000,6714571.0,5002415.971,10100000,126,60600000,6729829.556,4998076.402,10100000,8765,0,0,0,0,212,284,0.164962761,0.164962761,0,559,39.61904762,127.52391,16262.34762,0,0,0,1,0,0,0,0,1,41.6,60.7,22.5,212,0,0,0,0,0,0,10,607,10,225,8192,110,9,20,64994.83333,34039.77466,134478,51017,10000000.0,11026.8333,10000000,9984354,BENIGN
53,30977,1,1,47,175,47,47,47.0,0.0,175,175,175.0,0.0,7166.607483,64.56403138,30977.0,0.0,30977,30977,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.28201569,32.28201569,47,175,89.66666667,73.90083446,5461.333333,0,0,0,0,0,0,0,0,1,134.5,47.0,175.0,20,0,0,0,0,0,0,1,47,1,175,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31505,2,2,72,328,36,36,36.0,0.0,164,164,164.0,0.0,12696.3974,126.963974,10501.66667,18182.49203,31497,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,63.48198699,63.48198699,36,164,87.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,109.0,36.0,164.0,40,0,0,0,0,0,0,2,72,2,328,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,836886,12,9,827,4495,277,0,68.91666667,103.9628066,1410,0,499.4444444,663.669743,6359.289079,25.09302342,41844.3,70409.39325,190403,4,836886,76080.54545,81199.39523,190469,4,684582,85572.75,92898.1851,209622,4,0,0,0,0,264,192,14.33887053,10.7541529,0,1410,241.9090909,470.9214786,221767.039,0,0,0,1,0,0,0,0,0,253.4285714,68.91666667,499.4444444,264,0,0,0,0,0,0,12,827,9,4495,65535,34,11,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,15625009,11,10,880,4756,373,0,80.0,128.7804333,1410,0,475.6,640.2706372,360.7037922,1.343999226,781250.45,3347175.62,15000000,3,625392,62539.2,77012.08383,152377,3,15500000,1719342.0,4980652.617,15000000,47,0,0,0,0,244,212,0.703999594,0.639999631,0,1410,256.1818182,475.2881468,225898.8225,0,0,0,1,0,0,0,0,0,268.3809524,80.0,475.6,244,0,0,0,0,0,0,11,880,10,4756,65535,34,10,20,625392.0,0.0,625392,625392,15000000.0,0.0,15000000,15000000,BENIGN
80,46129253,8,8,888,1160,852,0,111.0,299.4165756,1148,0,145.0,405.282265,44.39699034,0.346851487,3075283.533,4546718.67,9995435,83,40200000,5737074.714,5265906.644,10000000,338,46100000,6587736.857,4700653.552,10000000,15620,0,0,0,0,172,220,0.173425744,0.173425744,0,1148,120.4705882,335.1652797,112335.7647,0,0,0,1,0,0,0,0,1,128.0,111.0,145.0,172,0,0,0,0,0,0,8,888,8,1160,8192,31,7,20,93213.25,156236.5133,327568,15047,9946667.5,97419.01753,9995435,9800539,BENIGN
53,4066278,6,6,204,570,34,34,34.0,0.0,95,95,95.0,0.0,190.3460609,2.95110172,369661.6364,655401.4395,1823181,1,1029076,205815.2,444181.0207,1000073,3,1823249,364649.8,815343.728,1823181,1,0,0,0,0,120,144,1.47555086,1.47555086,34,95,62.15384615,31.65134582,1001.807692,0,0,0,0,0,0,0,0,1,67.33333333,34.0,95.0,120,0,0,0,0,0,0,6,204,6,570,-1,-1,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52347,481,2,1,96,6,90,6,48.0,59.39696962,6,6,6.0,0.0,212058.2121,6237.006237,240.5,44.54772721,272,209,481,481.0,0.0,481,481,0,0.0,0.0,0,0,1,0,0,0,40,20,4158.004158,2079.002079,6,90,48.0,48.49742261,2352.0,0,1,0,0,1,0,0,0,0,64.0,48.0,6.0,40,0,0,0,0,0,0,2,96,1,6,34,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52347,294750,2,2,12,12,6,6,6.0,0.0,6,6,6.0,0.0,81.42493639,13.57082273,98250.0,170113.3731,294680,3,294750,294750.0,0.0,294750,294750,3,3.0,0.0,3,3,0,0,0,0,40,40,6.785411366,6.785411366,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,7.5,6.0,6.0,40,0,0,0,0,0,0,2,12,2,12,34,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,1299071,41,44,2664,6954,456,0,64.97560976,109.864573,976,0,158.0454545,312.6752498,7403.752374,65.43137365,15465.13095,104709.6293,955941,1,1299071,32476.775,158741.3975,996330,1,343011,7977.0,19524.71075,87204,1,0,0,0,0,1328,1424,31.56101553,33.87035813,0,976,111.8372093,239.6868477,57449.78495,0,0,0,1,0,0,0,0,1,113.1529412,64.97560976,158.0454545,1328,0,0,0,0,0,0,41,2664,44,6954,29200,243,24,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,1319596,41,42,2728,6634,456,0,66.53658537,110.1299454,976,0,157.952381,319.1214275,7094.595619,62.89803849,16092.63415,106106.784,955942,0,1319596,32989.9,159300.4459,997354,0,363525,8866.463415,21534.55904,101512,1,0,0,0,0,1328,1360,31.0701154,31.82792309,0,976,111.452381,241.6427915,58391.23867,0,0,0,1,0,0,0,0,1,112.7951807,66.53658537,157.952381,1328,0,0,0,0,0,0,41,2728,42,6634,29200,243,24,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,132,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,15151.51515,132.0,0.0,132,132,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,7575.757576,7575.757576,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,290,243,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
59870,50,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,60000.0,25.0,33.9411255,49,1,0,0.0,0.0,0,0,1,1.0,0.0,1,1,0,0,0,0,32,64,20000.0,40000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,243,290,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,182,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10989.01099,182.0,0.0,182,182,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,5494.505495,5494.505495,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,290,243,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
