 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53,61120,4,2,160,202,40,40,40.0,0.0,101,101,101.0,0.0,5922.774869,98.16753927,12224.0,16735.99758,30845,1,30849,10283.0,17807.21438,30845,1,4,4.0,0.0,4,4,0,0,0,0,104,64,65.44502618,32.72251309,40,101,57.42857143,29.76495222,885.952381,0,0,0,0,0,0,0,0,0,67.0,40.0,101.0,104,0,0,0,0,0,0,4,160,2,202,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,182,2,2,170,298,85,85,85.0,0.0,149,149,149.0,0.0,2571428.571,21978.02198,60.66666667,99.88159657,176,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,10989.01099,10989.01099,85,149,110.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,138.25,85.0,149.0,40,0,0,0,0,0,0,2,170,2,298,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,188,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1021276.596,21276.59574,62.66666667,66.56074919,135,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,64,64,10638.29787,10638.29787,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,64,0,0,0,0,0,0,2,80,2,112,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,191,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,837696.3351,20942.40838,63.66666667,26.2741952,94,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,0,0,0,0,40,40,10471.20419,10471.20419,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,24898,2,2,78,302,39,39,39.0,0.0,151,151,151.0,0.0,15262.27006,160.6554743,8299.333333,14369.67085,24892,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,40,80.32773717,80.32773717,39,151,83.8,61.34492644,3763.2,0,0,0,0,0,0,0,0,1,104.75,39.0,151.0,64,0,0,0,0,0,0,2,78,2,302,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,51623,4,2,164,138,41,41,41.0,0.0,69,69,69.0,0.0,5850.105573,116.227263,10324.6,17562.48191,40567,1,40617,13539.0,23406.94692,40567,1,3,3.0,0.0,3,3,0,0,0,0,80,40,77.48484203,38.74242101,41,69,49.0,13.66260102,186.6666667,0,0,0,0,0,0,0,0,0,57.16666667,41.0,69.0,80,0,0,0,0,0,0,4,164,2,138,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30524,4,4,172,428,43,43,43.0,0.0,107,107,107.0,0.0,19656.66361,262.0888481,4360.571429,11384.66168,30178,3,30361,10120.33333,17523.73537,30355,3,30347,10115.66667,17508.72472,30333,3,0,0,0,0,80,80,131.0444241,131.0444241,43,107,71.44444444,33.73096171,1137.777778,0,0,0,0,0,0,0,0,1,80.375,43.0,107.0,80,0,0,0,0,0,0,4,172,4,428,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,46422,4,2,156,274,39,39,39.0,0.0,137,137,137.0,0.0,9262.849511,129.2490629,9284.4,13935.84783,31291,1,31295,10431.66667,18064.7126,31291,1,4,4.0,0.0,4,4,0,0,0,0,128,40,86.16604196,43.08302098,39,137,67.0,47.81910357,2286.666667,0,0,0,0,0,0,0,0,0,78.16666667,39.0,137.0,128,0,0,0,0,0,0,4,156,2,274,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,77191,4,2,172,214,43,43,43.0,0.0,107,107,107.0,0.0,5000.58297,77.72926896,15438.2,21694.1138,45506,1,31681,10560.33333,18287.5698,31677,1,4,4.0,0.0,4,4,0,0,0,0,80,40,51.81951264,25.90975632,43,107,61.28571429,31.22880233,975.2380952,0,0,0,0,0,0,0,0,0,71.5,43.0,107.0,80,0,0,0,0,0,0,4,172,2,214,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,203715,4,2,176,218,44,44,44.0,0.0,109,109,109.0,0.0,1934.074565,29.45291216,40743.0,75069.00332,172903,4,30808,10269.33333,17741.98741,30756,4,4,4.0,0.0,4,4,0,0,0,0,80,40,19.63527477,9.817637386,44,109,62.57142857,31.71675237,1005.952381,0,0,0,0,0,0,0,0,0,73.0,44.0,109.0,80,0,0,0,0,0,0,4,176,2,218,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
