 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
53,148,2,2,102,224,51,51,51.0,0.0,112,112,112.0,0.0,2202702.703,27027.02703,49.33333333,81.98373822,144,2,2,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0,0,0,64,40,13513.51351,13513.51351,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51.0,112.0,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
389,48,1,4,0,12,0,0,0.0,0.0,6,0,3.0,3.464101615,250000.0,104166.6667,12.0,22.6715681,46,0,0,0.0,0.0,0,0,2,0.666666667,0.577350269,1,0,0,0,0,0,32,104,20833.33333,83333.33333,0,6,2.0,3.098386677,9.6,0,0,0,0,1,1,0,0,4,2.4,0.0,3.0,32,0,0,0,0,0,0,1,0,4,12,237,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,185,2,2,102,224,51,51,51.0,0.0,112,112,112.0,0.0,1762162.162,21621.62162,61.66666667,101.6136474,179,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,10810.81081,10810.81081,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51.0,112.0,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,209,2,2,142,242,71,71,71.0,0.0,121,121,121.0,0.0,1837320.574,19138.75598,69.66666667,117.2063707,205,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,40,40,9569.37799,9569.37799,71,121,91.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,113.75,71.0,121.0,40,0,0,0,0,0,0,2,142,2,242,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,180,2,2,88,188,44,44,44.0,0.0,94,94,94.0,0.0,1533333.333,22222.22222,60.0,98.72689603,174,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,11111.11111,11111.11111,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,245,2,2,64,158,32,32,32.0,0.0,79,79,79.0,0.0,906122.449,16326.53061,81.66666667,139.7187651,243,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,8163.265306,8163.265306,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,317,2,2,102,224,51,51,51.0,0.0,112,112,112.0,0.0,1028391.167,12618.29653,105.6666667,94.16120928,188,3,3,3.0,0.0,3,3,188,188.0,0.0,188,188,0,0,0,0,64,64,6309.148265,6309.148265,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51.0,112.0,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,201,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,796019.9005,19900.49751,67.0,110.8512517,195,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,9950.248756,9950.248756,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
88,997,2,2,2944,578,1472,1472,1472.0,0.0,289,289,289.0,0.0,3532597.793,4012.036108,332.3333333,568.6908944,989,3,5,5.0,0.0,5,5,3,3.0,0.0,3,3,0,0,0,0,64,64,2006.018054,2006.018054,289,1472,998.8,647.9557855,419846.7,0,0,0,0,0,0,0,0,1,1248.5,1472.0,289.0,64,0,0,0,0,0,0,2,2944,2,578,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,193,2,2,64,158,32,32,32.0,0.0,79,79,79.0,0.0,1150259.067,20725.3886,64.33333333,108.8316743,190,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,0,0,64,64,10362.6943,10362.6943,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
47308,2,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,15500000.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,1,0,0,0,64,0,1000000.0,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,126,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55692,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,179,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,119985609,53,53,122869,4965,5840,6,2318.283019,2098.532054,389,0,93.67924528,161.5349181,1065.411103,0.88343928,1142720.086,3165847.745,9944289,1,120000000,2307415.558,4208768.906,9944289,9,110000000,2115226.904,4116065.995,10000000,1,0,0,0,0,1060,1084,0.44171964,0.44171964,0,5840,1249.28972,1900.284626,3611081.661,0,0,0,0,1,0,0,0,1,1261.075472,2318.283019,93.67924528,1060,0,0,0,0,0,0,53,122869,53,4965,255,696,52,20,84933.75,13079.63147,101697,55693,9913862.083,15755.18593,9944289,9887812,BENIGN
53,69754,1,1,73,125,73,73,73.0,0.0,125,125,125.0,0.0,2838.546893,28.67219084,69754.0,0.0,69754,69754,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,14.33609542,14.33609542,73,125,90.33333333,30.022214,901.3333333,0,0,0,0,0,0,0,0,1,135.5,73.0,125.0,32,0,0,0,0,0,0,1,73,1,125,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,16773,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,5723.484171,119.2392536,16773.0,0.0,16773,16773,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,32,59.61962678,59.61962678,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,40,0,0,0,0,0,0,1,48,1,48,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,343,1,1,51,67,51,51,51.0,0.0,67,67,67.0,0.0,344023.3236,5830.90379,343.0,0.0,343,343,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,2915.451895,2915.451895,51,67,56.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,84.5,51.0,67.0,20,0,0,0,0,0,0,1,51,1,67,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,743,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,258411.8439,5383.580081,247.6666667,424.6437723,738,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,40,40,2691.79004,2691.79004,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,40,0,0,0,0,0,0,2,80,2,112,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,95018,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21.04864341,95018.0,0.0,95018,95018,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.52432171,10.52432171,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,304,254,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,48,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,250000.0,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,40,0,41666.66667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,172,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1116279.07,23255.81395,57.33333333,93.24340906,165,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,11627.90698,11627.90698,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,40,0,0,0,0,0,0,2,80,2,112,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55692,33,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,60606.06061,33.0,0.0,33,33,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,30303.0303,30303.0303,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,179,332,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
